invoice_id,client_id,issue_date,amount,qbo_invoice_id,quarantine_lane,reason_code,nearby_completed_job_count_3d,nearby_job_ids,reason_detail,source,snapshot_date,reviewed_by
SS-INV-6458,SS-CLIENT-0071,2026-04-14,135.0,11023,manual_review,MANUAL_REVIEW_NEARBY_JOB,1,SS-JOB-5513,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=1; nearby_job_ids=SS-JOB-5513,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4629,SS-CLIENT-0267,2026-04-09,150.0,9170,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4742,SS-CLIENT-0170,2026-04-09,150.0,9283,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4743,SS-CLIENT-0144,2026-04-09,150.0,9284,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4746,SS-CLIENT-0119,2026-04-09,150.0,9287,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4747,SS-CLIENT-0137,2026-04-09,150.0,9288,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4757,SS-CLIENT-0081,2026-04-09,150.0,9298,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4760,SS-CLIENT-0104,2026-04-09,150.0,9301,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4763,SS-CLIENT-0086,2026-04-09,150.0,9304,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4764,SS-CLIENT-0078,2026-04-09,150.0,9305,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4771,SS-CLIENT-0014,2026-04-09,150.0,9312,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4772,SS-CLIENT-0088,2026-04-09,150.0,9313,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4777,SS-CLIENT-0025,2026-04-09,150.0,9318,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4783,SS-CLIENT-0133,2026-04-09,150.0,9324,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4786,SS-CLIENT-0095,2026-04-09,150.0,9327,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4791,SS-CLIENT-0126,2026-04-09,150.0,9332,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4797,SS-CLIENT-0029,2026-04-09,150.0,9338,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4799,SS-CLIENT-0020,2026-04-09,150.0,9340,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4807,SS-CLIENT-0244,2026-04-09,150.0,9348,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4808,SS-CLIENT-0269,2026-04-09,150.0,9349,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4813,SS-CLIENT-0089,2026-04-09,150.0,9354,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4814,SS-CLIENT-0157,2026-04-09,150.0,9355,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4819,SS-CLIENT-0148,2026-04-09,150.0,9360,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4821,SS-CLIENT-0149,2026-04-09,150.0,9362,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4822,SS-CLIENT-0129,2026-04-09,150.0,9363,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4826,SS-CLIENT-0049,2026-04-09,150.0,9367,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4828,SS-CLIENT-0121,2026-04-09,150.0,9369,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4829,SS-CLIENT-0138,2026-04-09,150.0,9370,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4830,SS-CLIENT-0114,2026-04-09,150.0,9371,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4833,SS-CLIENT-0102,2026-04-09,150.0,9374,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4834,SS-CLIENT-0119,2026-04-09,150.0,9375,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4835,SS-CLIENT-0122,2026-04-09,150.0,9376,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4837,SS-CLIENT-0013,2026-04-09,150.0,9378,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4838,SS-CLIENT-0134,2026-04-09,150.0,9379,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4842,SS-CLIENT-0266,2026-04-09,150.0,9383,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4844,SS-CLIENT-0264,2026-04-09,150.0,9385,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4845,SS-CLIENT-0267,2026-04-09,150.0,9386,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4856,SS-CLIENT-0254,2026-04-09,150.0,9397,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4859,SS-CLIENT-0014,2026-04-09,150.0,9400,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4867,SS-CLIENT-0247,2026-04-09,150.0,9408,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4870,SS-CLIENT-0248,2026-04-09,150.0,9411,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4879,SS-CLIENT-0005,2026-04-09,150.0,9420,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4888,SS-CLIENT-0138,2026-04-09,150.0,9429,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4895,SS-CLIENT-0006,2026-04-09,150.0,9436,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4902,SS-CLIENT-0138,2026-04-09,150.0,9443,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4905,SS-CLIENT-0136,2026-04-09,150.0,9446,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4911,SS-CLIENT-0094,2026-04-09,150.0,9452,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4912,SS-CLIENT-0070,2026-04-09,150.0,9453,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4916,SS-CLIENT-0121,2026-04-09,150.0,9457,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4917,SS-CLIENT-0049,2026-04-09,150.0,9458,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4919,SS-CLIENT-0134,2026-04-09,150.0,9460,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4920,SS-CLIENT-0059,2026-04-09,150.0,9461,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4922,SS-CLIENT-0144,2026-04-09,150.0,9463,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4933,SS-CLIENT-0170,2026-04-09,150.0,9474,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4934,SS-CLIENT-0081,2026-04-09,150.0,9475,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4936,SS-CLIENT-0086,2026-04-09,150.0,9477,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4937,SS-CLIENT-0095,2026-04-09,150.0,9478,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4938,SS-CLIENT-0104,2026-04-09,150.0,9479,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4940,SS-CLIENT-0078,2026-04-09,150.0,9481,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4947,SS-CLIENT-0014,2026-04-09,150.0,9488,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4954,SS-CLIENT-0025,2026-04-09,150.0,9495,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4962,SS-CLIENT-0016,2026-04-09,150.0,9503,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4966,SS-CLIENT-0126,2026-04-09,150.0,9507,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4971,SS-CLIENT-0029,2026-04-09,150.0,9512,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4972,SS-CLIENT-0119,2026-04-09,150.0,9513,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4973,SS-CLIENT-0154,2026-04-09,150.0,9514,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4982,SS-CLIENT-0241,2026-04-09,150.0,9523,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
